URLs that 301s;Ultimate Redirect Destination URL
https://www.bobvila.com/slideshow/7-awesome-outdoor-lighting-ideas-for-your-backyard-52782;https://www.bobvila.com/articles/backyard-lighting-ideas/
https://www.bobvila.com/articles/planting-shrubs/;https://www.bobvila.com/articles/how-to-plant-a-bush/
https://www.bobvila.com/articles/best-mosquito-killer/;https://www.bobvila.com/articles/best-mosquito-trap/
https://www.bobvila.com/articles/home-ownership-cost/;https://www.bobvila.com/
https://www.bobvila.com/slideshow/your-guide-to-navigating-the-new-world-of-light-bulbs-48084;https://www.bobvila.com/articles/types-of-light-bulbs/
https://www.bobvila.com/slideshow/bob-vila-s-top-10-christmas-tree-stands-46536;https://www.bobvila.com/articles/best-christmas-tree-stand/
https://www.bobvila.com/articles/bob-vila-radio-outdoor-furniture-3/;https://www.bobvila.com/articles/best-patio-furniture/
https://www.bobvila.com/slideshow/wheelbarrows-to-lighten-your-load-34933;https://www.bobvila.com/articles/best-wheelbarrow/
https://www.bobvila.com/slideshow/the-best-low-maintenance-ground-covers-for-your-garden-51253;https://www.bobvila.com/articles/ground-cover-plants/
https://www.bobvila.com/articles/370-brick-basics-maintenance-care-and-cleaning/;https://www.bobvila.com/articles/how-to-clean-brick/
https://www.bobvila.com/slideshow/ready-made-residences-14-ultra-cool-prefab-homes-47440;https://www.bobvila.com/articles/kit-homes/
https://www.bobvila.com/slideshow/19-kit-homes-you-can-buy-and-build-yourself-44417;https://www.bobvila.com/articles/kit-homes/
https://www.bobvila.com/articles/bob-vila-radio-pantry-storage/;https://www.bobvila.com/slideshow/storage-sanity-15-ways-to-organize-a-pantry-47165
https://www.bobvila.com/slideshow/10-tiny-bugs-in-your-house-and-how-to-get-rid-of-them-50827;https://www.bobvila.com/articles/how-to-get-rid-of-bugs-in-house/
https://www.bobvila.com/articles/video-10-household-products-you-never-need-to-buy/;https://www.bobvila.com/tags/sustainability
https://www.bobvila.com/articles/bob-vila-radio-lumens-vs-watts/;https://www.bobvila.com/articles/lux-vs-lumens/
https://www.bobvila.com/articles/seattle-bans-plastic-bags-at-the-checkout-counter/;https://www.bobvila.com/tags/sustainability
https://www.bobvila.com/slideshow/know-your-door-styles-10-popular-designs-44296;https://www.bobvila.com/articles/types-of-doors/
https://www.bobvila.com/slideshow/12-exterior-paint-colors-that-ll-help-sell-your-house-47419;https://www.bobvila.com/articles/exterior-house-paint-color/
https://www.bobvila.com/articles/painting-mistakes-to-avoid/;https://www.bobvila.com/slideshow/the-13-painting-mistakes-almost-everyone-makes-48420
https://www.bobvila.com/projects/31-ranch-expansion/episodes/365-house-tour;https://www.bobvila.com/sections/tv/projects/31-ranch-expansion/episodes/365-house-tour/videos/1157653252001-tour-of-historic-boston
https://www.bobvila.com/projects/31-ranch-expansion/episodes/366-wall-construction-and-roof-removal;https://www.bobvila.com/sections/tv/projects/31-ranch-expansion/episodes/366-wall-construction-and-roof-removal/videos/1157653268001-shirley-eustis-colonial-governor-s-mansion-tour
https://www.bobvila.com/projects/31-ranch-expansion/episodes/367-framing-and-cutting-rafters;https://www.bobvila.com/sections/tv/projects/31-ranch-expansion/episodes/367-framing-and-cutting-rafters/videos/1157764511001-framing-the-first-floor
https://www.bobvila.com/projects/31-ranch-expansion/episodes/368-progress-update-and-dormer-construction;https://www.bobvila.com/sections/tv/projects/31-ranch-expansion/episodes/368-progress-update-and-dormer-construction/videos/1157786168001-architectural-modifications
https://www.bobvila.com/projects/31-ranch-expansion/episodes/369-roofing-shingles-and-staircase;https://www.bobvila.com/sections/tv/projects/31-ranch-expansion/episodes/369-roofing-shingles-and-staircase/videos/1157786182001-installing-roof-shingles
https://www.bobvila.com/projects/31-ranch-expansion/episodes/370-plumbing-clapboards-and-skylights;https://www.bobvila.com/sections/tv/projects/31-ranch-expansion/episodes/370-plumbing-clapboards-and-skylights/videos/1157786205001-vent-pipe-installation
https://www.bobvila.com/projects/31-ranch-expansion/episodes/371-electrical-wiring-and-window-installation;https://www.bobvila.com/sections/tv/projects/31-ranch-expansion/episodes/371-electrical-wiring-and-window-installation/videos/1157986113001-wiring-the-home-addition
https://www.bobvila.com/projects/31-ranch-expansion/episodes/372-framing-the-porch-and-installing-a-shower;https://www.bobvila.com/sections/tv/projects/31-ranch-expansion/episodes/372-framing-the-porch-and-installing-a-shower/videos/1157986124001-building-the-farmer-s-porch
https://www.bobvila.com/projects/31-ranch-expansion/episodes/373-waterproofing-the-deck-and-framing-the-porch-roof;https://www.bobvila.com/sections/tv/projects/31-ranch-expansion/episodes/373-waterproofing-the-deck-and-framing-the-porch-roof/videos/1157986135001-applying-exterior-trim-to-the-dormer-window
https://www.bobvila.com/projects/31-ranch-expansion/episodes/374-window-modification-and-copper-plumbing;https://www.bobvila.com/sections/tv/projects/31-ranch-expansion/episodes/374-window-modification-and-copper-plumbing/videos/1158678814001-combining-two-double-hung-windows
https://www.bobvila.com/projects/31-ranch-expansion/episodes/375-wall-framing-and-wiring-the-security-system;https://www.bobvila.com/sections/tv/projects/31-ranch-expansion/episodes/375-wall-framing-and-wiring-the-security-system/videos/1159514546001-reviewing-the-unfinished-kitchen
https://www.bobvila.com/projects/31-ranch-expansion/episodes/376-the-kitchen-door-insulation-and-deck-railing;https://www.bobvila.com/sections/tv/projects/31-ranch-expansion/episodes/376-the-kitchen-door-insulation-and-deck-railing/videos/1159561134001-exterior-door-installation
https://www.bobvila.com/projects/31-ranch-expansion/episodes/377-installing-the-shower-pan-and-recessed-lighting;https://www.bobvila.com/sections/tv/projects/31-ranch-expansion/episodes/377-installing-the-shower-pan-and-recessed-lighting/videos/1159561179001-progress-update-tour
https://www.bobvila.com/projects/31-ranch-expansion/episodes/378-installing-the-boiler-and-drywall;https://www.bobvila.com/sections/tv/projects/31-ranch-expansion/episodes/378-installing-the-boiler-and-drywall/videos/1159561196001-hot-water-boiler-installation
https://www.bobvila.com/projects/31-ranch-expansion/episodes/379-building-and-installing-cabinets;https://www.bobvila.com/sections/tv/projects/31-ranch-expansion/episodes/379-building-and-installing-cabinets/videos/1159696021001-mid-renovation-tour
https://www.bobvila.com/projects/31-ranch-expansion/episodes/380-applying-bathroom-tile-and-deck-treatment;https://www.bobvila.com/sections/tv/projects/31-ranch-expansion/episodes/380-applying-bathroom-tile-and-deck-treatment/videos/1159813213001-constructing-a-clapboard-sunburst-fan
https://www.bobvila.com/projects/31-ranch-expansion/episodes/381-installing-a-vanity;https://www.bobvila.com/sections/tv/projects/31-ranch-expansion/episodes/381-installing-a-vanity/videos/1159813226001-installing-the-lavatory
https://www.bobvila.com/projects/31-ranch-expansion/episodes/386-porch-ceiling-and-hardwood-flooring;https://www.bobvila.com/sections/tv/projects/31-ranch-expansion/episodes/386-porch-ceiling-and-hardwood-flooring/videos/1159813231001-pine-porch-ceiling
https://www.bobvila.com/projects/31-ranch-expansion/episodes/387-building-a-stair-rail-and-bookshelves;https://www.bobvila.com/sections/tv/projects/31-ranch-expansion/episodes/387-building-a-stair-rail-and-bookshelves/videos/1159813238001-building-a-custom-stair-railing
https://www.bobvila.com/projects/31-ranch-expansion/episodes/388-pouring-cement-and-installing-crown-molding;https://www.bobvila.com/sections/tv/projects/31-ranch-expansion/episodes/388-pouring-cement-and-installing-crown-molding/videos/1160616782001-constructing-the-concrete-walkway
https://www.bobvila.com/projects/31-ranch-expansion/episodes/389-kitchen-cabinets-and-countertops;https://www.bobvila.com/sections/tv/projects/31-ranch-expansion/episodes/389-kitchen-cabinets-and-countertops/videos/1161131733001-installing-european-style-kitchen-cabinets
https://www.bobvila.com/projects/31-ranch-expansion/episodes/390-landscaping-and-planting;https://www.bobvila.com/sections/tv/projects/31-ranch-expansion/episodes/390-landscaping-and-planting/videos/1161475925001-landscape-design
https://www.bobvila.com/projects/31-ranch-expansion/episodes/391-painting-faux-finish;https://www.bobvila.com/sections/tv/projects/31-ranch-expansion/episodes/391-painting-faux-finish/videos/1161616682001-wiring-a-thermostat
https://www.bobvila.com/projects/31-ranch-expansion/episodes/392-installing-blinds-and-carpet;https://www.bobvila.com/sections/tv/projects/31-ranch-expansion/episodes/392-installing-blinds-and-carpet/videos/1161616742001-window-blind-installation
https://www.bobvila.com/projects/31-ranch-expansion/episodes/393-final-house-tour;https://www.bobvila.com/sections/tv/projects/31-ranch-expansion/episodes/393-final-house-tour/videos/1161658992001-touring-the-exterior-and-entry
https://www.bobvila.com/articles/best-power-tool-brands/;https://www.bobvila.com/articles/best-tool-brands/
https://www.bobvila.com/articles/best-trash-can/;https://www.bobvila.com/articles/best-bathroom-trash-can/
https://www.bobvila.com/articles/best-frying-pan/;https://www.bobvila.com/articles/best-frying-pan-2/
https://www.bobvila.com/articles/best-charcoal-grill/;https://www.bobvila.com/articles/best-charcoal-grills/
https://www.bobvila.com/slideshow/the-dos-and-don-ts-for-landscaping-around-trees-52681;https://www.bobvila.com/articles/landscaping-around-trees/
https://www.bobvila.com/articles/the-difference-between-polycrylic-and-polyurethane/;https://www.bobvila.com/articles/polycrylic-vs-polyurethane/
https://www.bobvila.com/articles/sandpaper-grit-numbers/;https://www.bobvila.com/articles/2145-quick-tip-choosing-sandpaper/
https://www.bobvila.com/articles/difference-between-drywall-and-plaster/;https://www.bobvila.com/articles/drywall-vs-plaster/
https://www.bobvila.com/articles/types-of-handsaws/;https://www.bobvila.com/articles/best-hand-saw/
https://www.bobvila.com/articles/solid-vs-engineered-wood-flooring/;https://www.bobvila.com/articles/selecting-wood-flooring/
https://www.bobvila.com/articles/how-to-choose-a-surge-protector-bob-vila-radio/;https://www.bobvila.com/articles/best-surge-protectors/
https://www.bobvila.com/articles/2450-counter-intelligence-choosing-the-right-countertop/;https://www.bobvila.com/articles/kitchen-countertop-materials/
https://www.bobvila.com/articles/341-how-to-find-affordable-housing/;https://www.bobvila.com/slideshow/11-sneaky-ways-to-save-when-buying-a-home-49927
https://www.bobvila.com/articles/295-selecting-handcrafted-furniture/;https://www.bobvila.com/tags/furniture
https://www.bobvila.com/articles/how-to-choose-carpeting/;https://www.bobvila.com/articles/2224-carpeting/
https://www.bobvila.com/articles/snow-blower-shopping-guide/;https://www.bobvila.com/articles/best-snow-blower/
https://www.bobvila.com/articles/bob-vila-radio-buying-furniture/;https://www.bobvila.com/slideshow/7-mistakes-everyone-makes-when-shopping-for-furniture-51821
https://www.bobvila.com/articles/29-quick-tip-hiring-a-general-contractor/;https://www.bobvila.com/articles/679-how-to-hire-a-general-contractor/
https://www.bobvila.com/articles/17-quick-tip-choosing-child-safety-gates/;https://www.bobvila.com/articles/best-baby-gate/
https://www.bobvila.com/articles/47-how-to-save-money-and-electricity-with-fluorescent-light/;https://www.bobvila.com/articles/types-of-light-bulbs/
https://www.bobvila.com/articles/281-how-to-choose-tile/;https://www.bobvila.com/articles/types-of-tile/
https://www.bobvila.com/slideshow/10-ways-to-use-coconut-oil-around-the-house-243702;https://www.bobvila.com/articles/coconut-oil-uses/
https://www.bobvila.com/slideshow/10-incredibly-useful-products-when-getting-ready-for-an-open-house-579391;https://www.bobvila.com/slideshow/the-best-and-worst-things-you-can-do-before-an-open-house-50130
https://www.bobvila.com/articles/small-space-storage-solutions/;https://www.bobvila.com/slideshow/the-30-best-storage-ideas-for-when-you-have-no-more-floor-space-52766
https://www.bobvila.com/articles/best-new-annuals/;https://www.bobvila.com/slideshow/14-long-lasting-flowers-for-your-yard-52132
https://www.bobvila.com/slideshow/6-pumpkin-carving-tools-to-put-the-jack-in-your-lantern-10915;https://www.bobvila.com/articles/best-pumpkin-carving-tools/
https://www.bobvila.com/articles/how-to-replace-storm-windows/;https://www.bobvila.com/articles/installing-storm-windows/
https://www.bobvila.com/articles/558-2011-trends-in-eco-friendly-kitchen-bath-products/;https://www.bobvila.com/slideshow/15-eco-friendly-home-redo-and-decor-products-579565
https://www.bobvila.com/articles/2019-know-your-workshop-needs/;https://www.bobvila.com/articles/2023-the-ideal-workshop-layout/
https://www.bobvila.com/slideshow/20-remarkably-easy-ways-to-create-a-dust-free-home-47177;https://www.bobvila.com/articles/how-to-get-rid-of-dust/
https://www.bobvila.com/projects/2-building-green/episodes/12-building-green-pilot;https://www.bobvila.com/sections/tv/projects/2-building-green/episodes/12-building-green-pilot/videos/653236947001-tour-an-affordable-green-apartment-building
https://www.bobvila.com/projects/38-storm-ready-housing/episodes/472-building-with-steel-shipping-containers;https://www.bobvila.com/sections/tv/projects/38-storm-ready-housing/episodes/472-building-with-steel-shipping-containers/videos/1188375959001-constructing-the-stem-wall-foundation
https://www.bobvila.com/projects/38-storm-ready-housing/episodes/473-hurricane-resistant-roof-and-windows-and-historic-st-petersburg;https://www.bobvila.com/sections/tv/projects/38-storm-ready-housing/episodes/473-hurricane-resistant-roof-and-windows-and-historic-st-petersburg/videos/1188375962001-securing-the-roof-truss-system
https://www.bobvila.com/projects/38-storm-ready-housing/episodes/470-steel-walls-exterior-finishes-and-floorplans;https://www.bobvila.com/sections/tv/projects/38-storm-ready-housing/episodes/470-steel-walls-exterior-finishes-and-floorplans/videos/1188375966001-adding-a-steel-partition-and-creating-a-stucco-surface
https://www.bobvila.com/projects/38-storm-ready-housing/episodes/474-finishing-the-container-built-home;https://www.bobvila.com/sections/tv/projects/38-storm-ready-housing/episodes/474-finishing-the-container-built-home/videos/1188375968001-finished-exterior-of-the-container-built-home
https://www.bobvila.com/projects/35-two-family-greystone/episodes/435-house-and-neighborhood-tour;https://www.bobvila.com/sections/tv/projects/35-two-family-greystone/episodes/435-house-and-neighborhood-tour/videos/1176252978001-chicago-neighborhood-tour
https://www.bobvila.com/projects/35-two-family-greystone/episodes/436-plans-discussed-and-demolition-begins;https://www.bobvila.com/sections/tv/projects/35-two-family-greystone/episodes/436-plans-discussed-and-demolition-begins/videos/1176252992001-discussing-plans-with-the-architect
https://www.bobvila.com/projects/35-two-family-greystone/episodes/437-engineered-beams-and-plumbing;https://www.bobvila.com/sections/tv/projects/35-two-family-greystone/episodes/437-engineered-beams-and-plumbing/videos/1180637648001-reviewing-the-demolition
https://www.bobvila.com/projects/35-two-family-greystone/episodes/438-parallam-and-iron-board;https://www.bobvila.com/sections/tv/projects/35-two-family-greystone/episodes/438-parallam-and-iron-board/videos/1180637645001-discussing-the-basement-renovation
https://www.bobvila.com/projects/35-two-family-greystone/episodes/439-basement-excavation-begins;https://www.bobvila.com/sections/tv/projects/35-two-family-greystone/episodes/439-basement-excavation-begins/videos/1176253001001-excavating-the-basement
https://www.bobvila.com/projects/35-two-family-greystone/episodes/440-electrical-work-begins;https://www.bobvila.com/sections/tv/projects/35-two-family-greystone/episodes/440-electrical-work-begins/videos/1176253024001-pouring-the-basement-slab
https://www.bobvila.com/projects/35-two-family-greystone/episodes/441-plumbing-continues;https://www.bobvila.com/sections/tv/projects/35-two-family-greystone/episodes/441-plumbing-continues/videos/1176253032001-bricking-in-a-window
https://www.bobvila.com/projects/35-two-family-greystone/episodes/442-plaster-and-drywall-work;https://www.bobvila.com/sections/tv/projects/35-two-family-greystone/episodes/442-plaster-and-drywall-work/videos/1180637658001-plaster-and-drywall
https://www.bobvila.com/projects/35-two-family-greystone/episodes/443-budgeting-and-tiling;https://www.bobvila.com/sections/tv/projects/35-two-family-greystone/episodes/443-budgeting-and-tiling/videos/1180637660001-reviewing-progress
https://www.bobvila.com/projects/35-two-family-greystone/episodes/444-lighting-and-flooring;https://www.bobvila.com/sections/tv/projects/35-two-family-greystone/episodes/444-lighting-and-flooring/videos/1180637663001-finishing-the-basement-family-room
https://www.bobvila.com/projects/35-two-family-greystone/episodes/445-landscaping-begins;https://www.bobvila.com/sections/tv/projects/35-two-family-greystone/episodes/445-landscaping-begins/videos/1180637666001-touring-salvage-one-architectural-warehouse
https://www.bobvila.com/projects/35-two-family-greystone/episodes/446-flooring-and-stairs;https://www.bobvila.com/sections/tv/projects/35-two-family-greystone/episodes/446-flooring-and-stairs/videos/1180637629001-a-sail-wire-stair-rail-and-rag-painting-the-basement
https://www.bobvila.com/projects/35-two-family-greystone/episodes/447-house-tour;https://www.bobvila.com/sections/tv/projects/35-two-family-greystone/episodes/447-house-tour/videos/1182095323001-touring-the-finished-exterior-and-basement
https://www.bobvila.com/projects/37-victorian-kitchen-bath-remodel/episodes/458-preview-of-victorian-kitchen-remodel;https://www.bobvila.com/sections/tv/projects/37-victorian-kitchen-bath-remodel/episodes/458-preview-of-victorian-kitchen-remodel/videos/1187367837001-reviewing-plans-for-updating-the-victorian
https://www.bobvila.com/projects/37-victorian-kitchen-bath-remodel/episodes/459-foundation-work-roofing-and-installing-french-doors;https://www.bobvila.com/sections/tv/projects/37-victorian-kitchen-bath-remodel/episodes/459-foundation-work-roofing-and-installing-french-doors/videos/1187367857001-demolition-and-reconstruction-of-victorian-foundation
https://www.bobvila.com/projects/37-victorian-kitchen-bath-remodel/episodes/460-exterior-trim-and-spray-foam-insulation;https://www.bobvila.com/sections/tv/projects/37-victorian-kitchen-bath-remodel/episodes/460-exterior-trim-and-spray-foam-insulation/videos/1189761392001-exterior-cladding
https://www.bobvila.com/projects/37-victorian-kitchen-bath-remodel/episodes/462-radiant-heat-oak-flooring-and-deck-piers;https://www.bobvila.com/sections/tv/projects/37-victorian-kitchen-bath-remodel/episodes/462-radiant-heat-oak-flooring-and-deck-piers/videos/1189761402001-radiant-floor-heating-system-installed
https://www.bobvila.com/projects/37-victorian-kitchen-bath-remodel/episodes/461-deck-framing-and-artisanal-tiles;https://www.bobvila.com/sections/tv/projects/37-victorian-kitchen-bath-remodel/episodes/461-deck-framing-and-artisanal-tiles/videos/1190808693001-deck-framing-with-pressure-treated-lumber
https://www.bobvila.com/projects/37-victorian-kitchen-bath-remodel/episodes/463-cedar-decking-and-copper-roofing;https://www.bobvila.com/sections/tv/projects/37-victorian-kitchen-bath-remodel/episodes/463-cedar-decking-and-copper-roofing/videos/1190808686001-building-a-western-red-cedar-deck
https://www.bobvila.com/projects/37-victorian-kitchen-bath-remodel/episodes/464-cherry-cabinets-cultured-stone-and-cedar-deck-rails;https://www.bobvila.com/sections/tv/projects/37-victorian-kitchen-bath-remodel/episodes/464-cherry-cabinets-cultured-stone-and-cedar-deck-rails/videos/1190808697001-installing-cherry-cabinets
https://www.bobvila.com/projects/37-victorian-kitchen-bath-remodel/episodes/465-countertops-and-appliances;https://www.bobvila.com/sections/tv/projects/37-victorian-kitchen-bath-remodel/episodes/465-countertops-and-appliances/videos/1190971129001-shopping-online-for-kitchen-countertops
https://www.bobvila.com/projects/37-victorian-kitchen-bath-remodel/episodes/467-custom-trim-work-landscaping-and-bathroom-fixtures;https://www.bobvila.com/sections/tv/projects/37-victorian-kitchen-bath-remodel/episodes/467-custom-trim-work-landscaping-and-bathroom-fixtures/videos/1190971135001-custom-trim-windows-and-pocket-door
https://www.bobvila.com/projects/37-victorian-kitchen-bath-remodel/episodes/466-exterior-painting-bulb-planting-and-lawn-care;https://www.bobvila.com/sections/tv/projects/37-victorian-kitchen-bath-remodel/episodes/466-exterior-painting-bulb-planting-and-lawn-care/videos/1190507344001-painting-the-exterior
https://www.bobvila.com/projects/37-victorian-kitchen-bath-remodel/episodes/468-fire-escape-lighting-doors-and-hardware;https://www.bobvila.com/sections/tv/projects/37-victorian-kitchen-bath-remodel/episodes/468-fire-escape-lighting-doors-and-hardware/videos/1190507373001-installing-a-fire-escape
https://www.bobvila.com/projects/37-victorian-kitchen-bath-remodel/episodes/469-final-tour;https://www.bobvila.com/sections/tv/projects/37-victorian-kitchen-bath-remodel/episodes/469-final-tour/videos/1190507376001-touring-the-remodeled-interior
https://www.bobvila.com/projects/36-chicago-coach-house/episodes/448-coach-house-tour;https://www.bobvila.com/sections/tv/projects/36-chicago-coach-house/episodes/448-coach-house-tour/videos/1180637632001-tour-of-the-project-house
https://www.bobvila.com/projects/36-chicago-coach-house/episodes/449-plans-discussed-and-demolition-begins;https://www.bobvila.com/sections/tv/projects/36-chicago-coach-house/episodes/449-plans-discussed-and-demolition-begins/videos/1187367865001-basement-demolition
https://www.bobvila.com/projects/36-chicago-coach-house/episodes/450-excavation-begins;https://www.bobvila.com/sections/tv/projects/36-chicago-coach-house/episodes/450-excavation-begins/videos/1183243696001-basement-excavation
https://www.bobvila.com/projects/36-chicago-coach-house/episodes/451-ceiling-and-stairs;https://www.bobvila.com/sections/tv/projects/36-chicago-coach-house/episodes/451-ceiling-and-stairs/videos/1183367060001-garage-construction
https://www.bobvila.com/projects/36-chicago-coach-house/episodes/452-roof-demolition;https://www.bobvila.com/sections/tv/projects/36-chicago-coach-house/episodes/452-roof-demolition/videos/1183243702001-removing-the-roof
https://www.bobvila.com/projects/36-chicago-coach-house/episodes/453-windows-installed;https://www.bobvila.com/sections/tv/projects/36-chicago-coach-house/episodes/453-windows-installed/videos/1183243743001-installation-of-window
https://www.bobvila.com/projects/36-chicago-coach-house/episodes/454-fireplace-and-staircase;https://www.bobvila.com/sections/tv/projects/36-chicago-coach-house/episodes/454-fireplace-and-staircase/videos/1183243746001-installing-a-zero-clearance-fireplace
https://www.bobvila.com/projects/36-chicago-coach-house/episodes/455-cabinets-and-whirlpool-tub-installed;https://www.bobvila.com/sections/tv/projects/36-chicago-coach-house/episodes/455-cabinets-and-whirlpool-tub-installed/videos/1180637669001-progress-report-on-the-coach-house
https://www.bobvila.com/projects/36-chicago-coach-house/episodes/456-finishing-touches-and-landscaping;https://www.bobvila.com/sections/tv/projects/36-chicago-coach-house/episodes/456-finishing-touches-and-landscaping/videos/1183367042001-adding-detail-to-the-kitchen
https://www.bobvila.com/projects/36-chicago-coach-house/episodes/457-house-tour;https://www.bobvila.com/sections/tv/projects/36-chicago-coach-house/episodes/457-house-tour/videos/1180637677001-exterior-tour
https://www.bobvila.com/projects/34-cape-style-home/episodes/422-clearing-the-lot;https://www.bobvila.com/sections/tv/projects/34-cape-style-home/episodes/422-clearing-the-lot/videos/1174283797001-tour-of-marstons-mills-ma
https://www.bobvila.com/projects/34-cape-style-home/episodes/423-ell-and-deck;https://www.bobvila.com/sections/tv/projects/34-cape-style-home/episodes/423-ell-and-deck/videos/1174283812001-lowering-the-ell-onto-the-foundation
https://www.bobvila.com/projects/34-cape-style-home/episodes/424-wall-construction;https://www.bobvila.com/sections/tv/projects/34-cape-style-home/episodes/424-wall-construction/videos/1174283821001-framing-the-walls
https://www.bobvila.com/projects/34-cape-style-home/episodes/425-staircase-and-roof;https://www.bobvila.com/sections/tv/projects/34-cape-style-home/episodes/425-staircase-and-roof/videos/1174283823001-building-the-first-floor-staircase
https://www.bobvila.com/projects/34-cape-style-home/episodes/426-ceiling-roof-and-plumbing;https://www.bobvila.com/sections/tv/projects/34-cape-style-home/episodes/426-ceiling-roof-and-plumbing/videos/1174752483001-ceiling-joists-and-roof-rafters
https://www.bobvila.com/projects/34-cape-style-home/episodes/427-bulkhead-trim-and-roofing;https://www.bobvila.com/sections/tv/projects/34-cape-style-home/episodes/427-bulkhead-trim-and-roofing/videos/1162082683001-bulkhead-entrance-and-trim
https://www.bobvila.com/projects/34-cape-style-home/episodes/428-joining-the-old-ell;https://www.bobvila.com/sections/tv/projects/34-cape-style-home/episodes/428-joining-the-old-ell/videos/1182095348001-working-on-the-ell-and-shed-dormer
