id,post_title,seo_title,meta__yoast_wpseo_title,seo_description,meta__yoast_wpseo_metadesc
https://www.bobvila.com/articles/best-led-shop-lights/,The Best LED Shop Lights of 2024,The Best LED Shop Lights of 2024 %%sep%% Picks by %%sitename%%,The Best LED Shop Lights of 2024 %%sep%% Picks by %%sitename%%,,
https://www.bobvila.com/articles/best-mattress-pad/,The Best Mattress Pads of 2024,The Best Mattress Pads of 2024 - Bob Vila,The Best Mattress Pads of 2024 - Bob Vila,,
https://www.bobvila.com/articles/best-homeowners-insurance/,The Best Homeowners Insurance Companies of 2024,The Best Homeowners Insurance of 2024 - Picks by Bob Vila,The Best Homeowners Insurance of 2024 - Picks by Bob Vila,,
https://www.bobvila.com/articles/best-rv-insurance/,The Best RV Insurance Companies of 2024,The Best RV Insurance Companies of 2024 - Picks by Bob Vila,The Best RV Insurance Companies of 2024 - Picks by Bob Vila,,
https://www.bobvila.com/articles/best-garage-door-keypads/,The Best Garage Door Keypads of 2024,The Best Garage Door Keypads of 2024 - Bob Vila,The Best Garage Door Keypads of 2024 - Bob Vila,,
https://www.bobvila.com/articles/best-chimineas/,The Best Chimineas of 2024,The Best Chimineas of 2024 - Bob Vila,The Best Chimineas of 2024 - Bob Vila,,
https://www.bobvila.com/articles/best-rollaway-bed/,The Best Rollaway Beds of 2024,The Best Rollaway Beds of 2024 - Bob Vila,The Best Rollaway Beds of 2024 - Bob Vila,,
https://www.bobvila.com/articles/best-evaporative-humidifier/,The Best Evaporative Humidifiers of 2024,The Best Evaporative Humidifiers of 2024 - Bob Vila,The Best Evaporative Humidifiers of 2024 - Bob Vila,,
https://www.bobvila.com/articles/best-cordless-blower/,The Best Cordless Blowers of 2024,The Best Cordless Blower Models of 2024 - Bob Vila,The Best Cordless Blower Models of 2024 - Bob Vila,,
https://www.bobvila.com/articles/best-pool-timers/,The Best Pool Timers of 2024,The Best Pool Timers of 2024 %%sep%% Reviews and Picks by %%sitename%%,The Best Pool Timers of 2024 %%sep%% Reviews and Picks by %%sitename%%,,
https://www.bobvila.com/articles/best-leather-sofa/,The Best Leather Sofas of 2024,The Best Leather Sofas of 2024- Picks by Bob Vila,The Best Leather Sofas of 2024- Picks by Bob Vila,,
https://www.bobvila.com/articles/best-heat-gun/,The Best Heat Guns of 2024,The Best Heat Guns of 2024 - Picks by Bob Vila,The Best Heat Guns of 2024 - Picks by Bob Vila,,
https://www.bobvila.com/articles/best-home-ev-charger/,The Best Home EV Chargers of 2024,The Best Home EV Chargers of 2024 %%sep%% Picks by %%sitename%%,The Best Home EV Chargers of 2024 %%sep%% Picks by %%sitename%%,,
https://www.bobvila.com/articles/best-keypad-door-lock/,The Best Keypad Door Locks of 2024,The Best Keypad Door Locks of 2024 - Top Picks by Bob Vila,The Best Keypad Door Locks of 2024 - Top Picks by Bob Vila,,
https://www.bobvila.com/articles/best-over-the-sill-air-conditioners/,The Best Over-the-Sill Air Conditioners of 2024,The Best Over-the-Sill Air Conditioners of 2024 %%sep%% Tested by %%sitename%%,The Best Over-the-Sill Air Conditioners of 2024 %%sep%% Tested by %%sitename%%,,
https://www.bobvila.com/articles/best-cheap-home-generators/,The Best Cheap Home Generators of 2024,The Best Cheap Home Generators of 2024 %%sep%% Picks by %%sitename%%,The Best Cheap Home Generators of 2024 %%sep%% Picks by %%sitename%%,,
https://www.bobvila.com/articles/best-smart-toilets/,The Best Smart Toilets of 2024,The Best Smart Toilets of 2024 %%sep%% Recommendations by %%sitename%%,The Best Smart Toilets of 2024 %%sep%% Recommendations by %%sitename%%,,
https://www.bobvila.com/articles/best-cordless-finish-nailer/,The Best Cordless Finish Nailers of 2024,The Best Cordless Finish Nailer Options of 2024 - Top Picks by Bob Vila,The Best Cordless Finish Nailer Options of 2024 - Top Picks by Bob Vila,,
https://www.bobvila.com/articles/best-mulching-lawn-mowers/,The Best Mulching Lawn Mowers of 2024,The Best Mulching Lawn Mowers of 2024 %%sep%% Picks from %%sitename%%,The Best Mulching Lawn Mowers of 2024 %%sep%% Picks from %%sitename%%,,
https://www.bobvila.com/articles/best-driveway-alarm/,The Best Driveway Alarms of 2024,The Best Driveway Alarms of 2024 - Top Picks by Bob Vila,The Best Driveway Alarms of 2024 - Top Picks by Bob Vila,,
https://www.bobvila.com/articles/best-propane-tankless-water-heater/,The Best Propane Tankless Water Heaters of 2024,The Best Propane Tankless Water Heaters of 2024 %%sep%% Picks from %%sitename%%,The Best Propane Tankless Water Heaters of 2024 %%sep%% Picks from %%sitename%%,,
https://www.bobvila.com/articles/best-gas-pressure-washer/,The Best Gas Pressure Washers of 2024,The Best Gas Pressure Washers of 2024 - Top Picks by Bob Vila,The Best Gas Pressure Washers of 2024 - Top Picks by Bob Vila,,
https://www.bobvila.com/articles/best-online-landscape-design-courses/,"The Best Online Landscape Design Courses, Reviewed",The Best Online Landscape Design Courses (2024) - Picks by Bob Vila,The Best Online Landscape Design Courses (2024) - Picks by Bob Vila,,
https://www.bobvila.com/articles/best-online-candle-making-classes/,"The Best Online Candle-Making Classes, Reviewed",The Best Online Candle-Making Classes (2024) - Picks by Bob Vila,The Best Online Candle-Making Classes (2024) - Picks by Bob Vila,,
https://www.bobvila.com/articles/best-freestanding-tubs/,"The Best Freestanding Tubs, Reviewed","The Best Freestanding Tubs, Reviewed %%sep%% Picks from %%sitename%%","The Best Freestanding Tubs, Reviewed %%sep%% Picks from %%sitename%%",,
https://www.bobvila.com/articles/best-bench-sander/,"The Best Bench Sanders, Reviewed","The Best Bench Sanders, Reviewed %%sep%% Picks from %%sitename%%","The Best Bench Sanders, Reviewed %%sep%% Picks from %%sitename%%",,
https://www.bobvila.com/articles/best-ductless-range-hoods/,"The Best Ductless Range Hoods, Reviewed","The Best Ductless Range Hoods, Reviewed %%sep%% Picks from %%sitename%%","The Best Ductless Range Hoods, Reviewed %%sep%% Picks from %%sitename%%",,
https://www.bobvila.com/articles/best-suction-pool-cleaners/,"The Best Suction Pool Cleaners, Reviewed","The Best Suction Pool Cleaners, Reviewed %%sep%% Picks from %%sitename%%","The Best Suction Pool Cleaners, Reviewed %%sep%% Picks from %%sitename%%",,
https://www.bobvila.com/articles/best-water-filter/,"The Best Water Filters, Reviewed","The Best Water Filters, Reviewed - Top Picks by Bob Vila","The Best Water Filters, Reviewed - Top Picks by Bob Vila",,
https://www.bobvila.com/articles/best-siding-nailer/,"The Best Siding Nailers, Reviewed","The Best Siding Nailers, Reviewed - Picks by Bob Vila","The Best Siding Nailers, Reviewed - Picks by Bob Vila",,
https://www.bobvila.com/articles/best-welder/,"The Best Welders, Reviewed","The Best Welders, Reviewed - Top Picks by Bob Vila","The Best Welders, Reviewed - Top Picks by Bob Vila",,
https://www.bobvila.com/articles/best-gas-cooktop/,"The Best Gas Cooktops, Reviewed","The Best Gas Cooktops, Reviewed - Picks by Bob Vila","The Best Gas Cooktops, Reviewed - Picks by Bob Vila",,
https://www.bobvila.com/articles/best-oscillating-sprinkler/,"The Best Oscillating Sprinklers, Reviewed","The Best Oscillating Sprinklers, Reviewed - Picks from Bob Vila","The Best Oscillating Sprinklers, Reviewed - Picks from Bob Vila",,
https://www.bobvila.com/articles/best-wasp-traps/,"The Best Wasp Traps, Reviewed","The Best Wasp Traps, Reviewed %%sep%% Picks from %%sitename%%","The Best Wasp Traps, Reviewed %%sep%% Picks from %%sitename%%",,
https://www.bobvila.com/articles/best-top-loading-washing-machine/,"The Best Top-Loading Washing Machines, Reviewed","The Best Top-Loading Washing Machines, Reviewed - Top Picks by Bob Vila","The Best Top-Loading Washing Machines, Reviewed - Top Picks by Bob Vila",,
https://www.bobvila.com/articles/best-hybrid-table-saws/,"The Best Hybrid Table Saws, Reviewed","The Best Hybrid Table Saws, Reviewed %%sep%% Picks by %%sitename%%","The Best Hybrid Table Saws, Reviewed %%sep%% Picks by %%sitename%%",,
https://www.bobvila.com/articles/best-range-hoods/,"The Best Range Hoods, Reviewed","The Best Range Hoods, Reviewed - Picks by Bob Vila","The Best Range Hoods, Reviewed - Picks by Bob Vila",,
https://www.bobvila.com/articles/best-pool-pump/,"The Best Pool Pumps, Reviewed","The Best Pool Pumps, Reviewed - Top Picks by Bob Vila","The Best Pool Pumps, Reviewed - Top Picks by Bob Vila",,
https://www.bobvila.com/articles/best-septic-tank-treatment/,"The Best Septic Tank Treatments, Reviewed","The Best Septic Tank Treatments, Reviewed - Top Picks by Bob Vila","The Best Septic Tank Treatments, Reviewed - Top Picks by Bob Vila",,
https://www.bobvila.com/articles/best-attic-fan/,"The Best Attic Fans, Reviewed","The Best Attic Fans, Reviewed - Top Picks by Bob Vila","The Best Attic Fans, Reviewed - Top Picks by Bob Vila",,
https://www.bobvila.com/articles/best-pool-filter/,"The Best Pool Filters, Reviewed","The Best Pool Filters, Reviewed%%sep%% Picks from %%sitename%%","The Best Pool Filters, Reviewed%%sep%% Picks from %%sitename%%",,
https://www.bobvila.com/articles/best-rotary-laser-levels/,"The Best Rotary Laser Levels, Reviewed","The Best Rotary Laser Levels, Reviewed %%sep%% Picks from %%sitename%%","The Best Rotary Laser Levels, Reviewed %%sep%% Picks from %%sitename%%",,
https://www.bobvila.com/articles/best-attic-ladder/,"The Best Attic Ladders, Reviewed","The Best Attic Ladders, Reviewed - Top Picks by Bob Vila","The Best Attic Ladders, Reviewed - Top Picks by Bob Vila",,
https://www.bobvila.com/articles/best-reciprocating-saw/,"The Best Reciprocating Saws, Reviewed",The Best Reciprocating Saw Options - Top Picks by Bob Vila,The Best Reciprocating Saw Options - Top Picks by Bob Vila,,
https://www.bobvila.com/articles/best-stackable-washer-and-dryer/,"The Best Stackable Washer Dryers, Reviewed","The Best Stackable Washer Dryers, Reviewed - Top Picks by Bob Vila","The Best Stackable Washer Dryers, Reviewed - Top Picks by Bob Vila",,
https://www.bobvila.com/articles/best-weed-and-feed/,"The Best Weed and Feed Products, Reviewed","The Best Weed and Feeds, Reviewed - Top Picks by Bob Vila","The Best Weed and Feeds, Reviewed - Top Picks by Bob Vila",,
https://www.bobvila.com/articles/best-wireless-doorbell/,"The Best Wireless Doorbells, Reviewed",The Best Wireless Doorbells - Top Picks by Bob Vila,The Best Wireless Doorbells - Top Picks by Bob Vila,,
https://www.bobvila.com/articles/best-composting-toilet/,"The Best Composting Toilets, Reviewed","The Best Composting Toilets, Reviewed - Top Picks by Bob Vila","The Best Composting Toilets, Reviewed - Top Picks by Bob Vila",,
https://www.bobvila.com/articles/best-biscuit-joiner/,"The Best Biscuit Joiners, Reviewed","The Best Biscuit Joiners, Reviewed - Picks from %%sitename%%","The Best Biscuit Joiners, Reviewed - Picks from %%sitename%%",,
https://www.bobvila.com/articles/best-chainsaw-mills/,"The Best Chainsaw Mills, Reviewed","The Best Chainsaw Mills, Reviewed - Top Picks by Bob Vila","The Best Chainsaw Mills, Reviewed - Top Picks by Bob Vila",,
https://www.bobvila.com/articles/best-smart-blinds/,"The Best Smart Blinds and Shades, Reviewed","The Best Smart Blinds, Reviewed - Picks from Bob Vila","The Best Smart Blinds, Reviewed - Picks from Bob Vila",,
https://www.bobvila.com/articles/best-stick-welders/,"The Best Stick Welders, Reviewed","The Best Stick Welders, Reviewed %%sep%% Picks from %%sitename%%","The Best Stick Welders, Reviewed %%sep%% Picks from %%sitename%%",,
https://www.bobvila.com/articles/best-miter-gauge/,"The Best Miter Gauges, Reviewed","The Best Miter Gauges, Reviewed - Picks from Bob Vila","The Best Miter Gauges, Reviewed - Picks from Bob Vila",,
https://www.bobvila.com/articles/best-portable-closet/,"The Best Portable Closets, Reviewed","The Best Portable Closets, Reviewed %%sep%% Picks by %%sitename%%","The Best Portable Closets, Reviewed %%sep%% Picks by %%sitename%%",,
https://www.bobvila.com/articles/best-contour-gauge/,"The Best Contour Gauges, Reviewed","The Best Contour Gauges, Reviewed %%sep%% Picks from %%sitename%%","The Best Contour Gauges, Reviewed %%sep%% Picks from %%sitename%%",,
https://www.bobvila.com/articles/best-mig-welders/,"The Best MIG Welders, Reviewed","The Best MIG Welders, Reviewed %%sep%% Picks from %%sitename%%","The Best MIG Welders, Reviewed %%sep%% Picks from %%sitename%%",,
https://www.bobvila.com/articles/best-exterior-paint/,"The Best Exterior Paints, Reviewed","The Best Exterior Paints, Reviewed - Picks by Bob Vila","The Best Exterior Paints, Reviewed - Picks by Bob Vila",,
https://www.bobvila.com/articles/best-evaporative-air-cooler/,"The Best Evaporative Air Coolers, Reviewed","The Best Evaporative Air Coolers, Reviewed - Bob Vila","The Best Evaporative Air Coolers, Reviewed - Bob Vila",,
https://www.bobvila.com/articles/best-outdoor-showers/,"The Best Outdoor Showers, Reviewed","The Best Outdoor Showers, Reviewed %%sep%% Picks from %%sitename%%","The Best Outdoor Showers, Reviewed %%sep%% Picks from %%sitename%%",,
https://www.bobvila.com/articles/best-oscillating-fan/,"The Best Oscillating Fans, Reviewed","The Best Oscillating Fans, Reviewed %%sep%% Picks from %%sitename%%","The Best Oscillating Fans, Reviewed %%sep%% Picks from %%sitename%%",,
https://www.bobvila.com/articles/best-driveway-sealer/,"The Best Driveway Sealers, Reviewed",The Best Driveway Sealer Options - Top Picks by Bob Vila,The Best Driveway Sealer Options - Top Picks by Bob Vila,,
https://www.bobvila.com/articles/best-backpack-vacuums/,"The Best Backpack Vacuums, Reviewed","The Best Backpack Vacuums, Reviewed %%sep%% Picks from %%sitename%%","The Best Backpack Vacuums, Reviewed %%sep%% Picks from %%sitename%%",,
https://www.bobvila.com/articles/best-benchtop-jointer/,"The Best Benchtop Jointers, Reviewed","The Best Benchtop Jointers, Reviewed - Top Picks by Bob Vila","The Best Benchtop Jointers, Reviewed - Top Picks by Bob Vila",,
https://www.bobvila.com/articles/best-stump-grinders/,"The Best Stump Grinders, Reviewed","The Best Stump Grinders, Reviewed %%sep%% Picks from %%sitename%%","The Best Stump Grinders, Reviewed %%sep%% Picks from %%sitename%%",,
https://www.bobvila.com/articles/best-ductless-air-conditioner/,"The Best Ductless Air Conditioners, Reviewed","The Best Ductless Air Conditioners, Reviewed - Top Picks by Bob Vilas","The Best Ductless Air Conditioners, Reviewed - Top Picks by Bob Vilas",,
https://www.bobvila.com/articles/best-leaf-mulcher/,"The Best Leaf Mulchers, Tested and Reviewed",The Best Leaf Mulchers Tested in 2024 - Bob Vila,The Best Leaf Mulchers Tested in 2024 - Bob Vila,,
https://www.bobvila.com/articles/best-leaf-rake/,"The Best Leaf Rakes, Tested and Reviewed",The Best Leaf Rakes Tested in 2024 - Bob Vila,The Best Leaf Rakes Tested in 2024 - Bob Vila,,
https://www.bobvila.com/articles/best-turkey-fryer/,"The Best Turkey Fryers, Tested and Reviewed","The Best Turkey Fryer, Tested & Reviewed (2024) - Tested by Bob Vila","The Best Turkey Fryer, Tested & Reviewed (2024) - Tested by Bob Vila",,
https://www.bobvila.com/articles/best-self-propelled-lawn-mower/,"The Best Self-Propelled Lawn Mowers, Tested and Reviewed","The Best Self-Propelled Lawn Mowers, Tested - Picks from %%sitename%%","The Best Self-Propelled Lawn Mowers, Tested - Picks from %%sitename%%",,
https://www.bobvila.com/articles/best-push-mower/,"The Best Push Lawn Mowers, Tested and Reviewed","The Best Push Mowers, Tested & Reviewed (2024) - Picks from %%sitename%%","The Best Push Mowers, Tested & Reviewed (2024) - Picks from %%sitename%%",,
https://www.bobvila.com/articles/best-ladder/,"The Best Ladders, Tested and Reviewed","The Best Ladders, Tested & Reviewed (2024) - Picks by Bob Vila","The Best Ladders, Tested & Reviewed (2024) - Picks by Bob Vila",,
https://www.bobvila.com/articles/best-leaf-vacuum/,"The Best Leaf Vacuums, Tested and Reviewed",The Best Leaf Vacuums of 2024 %%sep%% Tested by %%sitename%%,The Best Leaf Vacuums of 2024 %%sep%% Tested by %%sitename%%,,
https://www.bobvila.com/articles/best-compost-tumbler/,"The Best Compost Tumblers, Tested and Reviewed","The Best Compost Tumblers, %%sep%% Picks Tested & Reviewed from %%sitename%%","The Best Compost Tumblers, %%sep%% Picks Tested & Reviewed from %%sitename%%",,
https://www.bobvila.com/articles/best-riding-lawn-mower/,"The Best Riding Lawn Mowers, Tested and Reviewed","The Best Riding Lawn Mowers, Tested & Reviewed by Bob Vila","The Best Riding Lawn Mowers, Tested & Reviewed by Bob Vila",,
https://www.bobvila.com/articles/best-socket-set/,"The Best Socket Sets, Tested and Reviewed","The Best Socket Sets, Tested & Reviewed - Top Picks by Bob Vila","The Best Socket Sets, Tested & Reviewed - Top Picks by Bob Vila",,
https://www.bobvila.com/articles/best-jobsite-radio/,"The Best Jobsite Radios, Tested and Reviewed","The Best Jobsite Radios, Tested & Reviewed %%sep%% Picks from %%sitename%%","The Best Jobsite Radios, Tested & Reviewed %%sep%% Picks from %%sitename%%",,
https://www.bobvila.com/articles/best-lawn-edger/,"The Best Lawn Edgers, Tested and Reviewed","The Best Lawn Edgers, Tested & Reviewed %%sep%% Picks by %%sitename%%","The Best Lawn Edgers, Tested & Reviewed %%sep%% Picks by %%sitename%%",,
https://www.bobvila.com/articles/best-mechanic-tool-set/,"The Best Mechanic Tool Sets, Tested and Reviewed","The Best Mechanic Tool Sets, Tested & Reviewed - Top Picks by Bob Vila","The Best Mechanic Tool Sets, Tested & Reviewed - Top Picks by Bob Vila",,
https://www.bobvila.com/articles/best-bug-zappers/,"The Best Bug Zappers, Tested and Reviewed","The Best Bug Zappers, Tested & Reviewed - Top Picks by Bob Vila","The Best Bug Zappers, Tested & Reviewed - Top Picks by Bob Vila",,
https://www.bobvila.com/articles/best-cordless-lawn-mower/,"The Best Cordless Lawn Mowers, Tested and Reviewed","The Best Cordless Lawn Mowers, Tested & Reviewed - Top Picks by Bob Vila","The Best Cordless Lawn Mowers, Tested & Reviewed - Top Picks by Bob Vila",,
https://www.bobvila.com/articles/best-random-orbital-sander/,"The Best Random Orbital Sanders, Tested and Reviewed",The Best Random Orbital Sanders %%sep%% Tested by %%sitename%%,The Best Random Orbital Sanders %%sep%% Tested by %%sitename%%,,
https://www.bobvila.com/articles/best-kitchen-trash-can/,"The Best Kitchen Trash Cans, Tested and Reviewed",The Best Kitchen Trash Can Options - Tested by Bob Vila,The Best Kitchen Trash Can Options - Tested by Bob Vila,,
https://www.bobvila.com/articles/best-grills/,"The Best Grills, Tested and Reviewed","The Best Grills, Tested & Reviewed - Top Picks from %%sitename%%","The Best Grills, Tested & Reviewed - Top Picks from %%sitename%%",,
https://www.bobvila.com/articles/best-spin-mops/,"The Best Spin Mops, Tested and Reviewed","The Best Spin Mops, Tested & Reviewed - Top Picks by Bob Vila","The Best Spin Mops, Tested & Reviewed - Top Picks by Bob Vila",,
https://www.bobvila.com/articles/best-stand-up-weeder/,"The Best Stand-Up Weeders, Tested and Reviewed","The Best Stand Up Weeders, Tested & Reviewed - Bob Vila","The Best Stand Up Weeders, Tested & Reviewed - Bob Vila",,
https://www.bobvila.com/articles/best-bird-bath/,"The Best Bird Baths, Tested and Reviewed","The Best Bird Baths, Tested & Reviewed by %%sitename%%","The Best Bird Baths, Tested & Reviewed by %%sitename%%",,
https://www.bobvila.com/articles/best-drill-bits-for-tile/,"The Best Drill Bits for Tile, Tested and Reviewed",The Best Drill Bits for Tile %%sep%% Tested by %%sitename%%,The Best Drill Bits for Tile %%sep%% Tested by %%sitename%%,,
https://www.bobvila.com/articles/best-telescoping-ladder/,"The Best Telescoping Ladders, Tested and Reviewed",The Best Telescoping Ladder Options - Tested by Bob Vila,The Best Telescoping Ladder Options - Tested by Bob Vila,,
https://www.bobvila.com/articles/best-smokeless-indoor-grills/,"The Best Smokeless Indoor Grills, Tested and Reviewed",The Best Smokeless Indoor Grills %%sep%% Tested by %%sitename%%,The Best Smokeless Indoor Grills %%sep%% Tested by %%sitename%%,,
https://www.bobvila.com/articles/best-home-tool-kit/,"The Best Home Tool Kits, Tested and Reviewed",The Best Home Tool Kits - Tested by BobVila,The Best Home Tool Kits - Tested by BobVila,,
https://www.bobvila.com/articles/best-cordless-screwdriver/,"The Best Cordless Screwdrivers, Tested and Reviewed",The Best Cordless Screwdrivers - Tested by Bob Vila,The Best Cordless Screwdrivers - Tested by Bob Vila,,
https://www.bobvila.com/articles/best-digital-tape-measure/,"The Best Digital Tape Measures, Tested and Reviewed",The Best Digital Tape Measure Options - Tested by Bob Vila,The Best Digital Tape Measure Options - Tested by Bob Vila,,
https://www.bobvila.com/articles/best-cutting-mat/,"The Best Cutting Mats, Tested and Reviewed",The Best Cutting Mats - Tested by Bob Vila,The Best Cutting Mats - Tested by Bob Vila,,
https://www.bobvila.com/articles/best-garage-shelving/,"The Best Garage Shelving, Tested and Reviewed",The Best Garage Shelving — Tested by Bob Vila,The Best Garage Shelving — Tested by Bob Vila,,
https://www.bobvila.com/articles/best-garden-hoe/,"The Best Garden Hoes, Tested and Reviewed","The Best Garden Hoes, Tested & Reviewed by Bob Vila","The Best Garden Hoes, Tested & Reviewed by Bob Vila",,
https://www.bobvila.com/articles/best-compost-bin/,"The Best Compost Bins, Tested and Reviewed","The Best Compost Bins, Tested & Reviewed %%sep%% Picks from %%sitename%%","The Best Compost Bins, Tested & Reviewed %%sep%% Picks from %%sitename%%",,
https://www.bobvila.com/articles/best-grill-thermometer/,"The Best Grill Thermometers, Tested and Reviewed",%%title%% %%sep%% Tested by %%sitename%%,%%title%% %%sep%% Tested by %%sitename%%,,
https://www.bobvila.com/articles/best-inflatable-pool/,"The Best Inflatable Pools, Tested and Reviewed",The Best Inflatable Pools %%sep%% Tested by %%sitename%%,The Best Inflatable Pools %%sep%% Tested by %%sitename%%,,
https://www.bobvila.com/articles/best-floodlight-camera/,"The Best Floodlight Cameras, Tested and Reviewed",The Best Floodlight Cameras %%sep%% Tested by %%sitename%%,The Best Floodlight Cameras %%sep%% Tested by %%sitename%%,,
https://www.bobvila.com/articles/best-squirrel-proof-bird-feeder/,"The Best Squirrel-Proof Bird Feeders, Tested and Reviewed",The Best Squirrel-Proof Bird Feeders %%sep%% Tested by %%sitename%%,The Best Squirrel-Proof Bird Feeders %%sep%% Tested by %%sitename%%,,
https://www.bobvila.com/articles/best-weed-torch/,"The Best Weed Torches, Tested and Reviewed","The Best Weed Torches, Tested & Reviewed %%sep%% Top Picks from %%sitename%%","The Best Weed Torches, Tested & Reviewed %%sep%% Top Picks from %%sitename%%",,
https://www.bobvila.com/articles/best-circuit-breaker-finder/,"The Best Circuit-Breaker Finders, Tested and Reviewed","The Best Circuit Breakers, Tested & Reviewed %%sep%% Top Picks from %%sitename%%","The Best Circuit Breakers, Tested & Reviewed %%sep%% Top Picks from %%sitename%%",,
https://www.bobvila.com/articles/best-detail-sander/,"The Best Detail Sanders, Tested and Reviewed","The Best Detail Sanders, Tested & Reviewed - Bob Vila","The Best Detail Sanders, Tested & Reviewed - Bob Vila",,
